reporter_region,sector_name,total_imports,intra_regional_share_pct,avg_hhi
North America,Machinery & electronics,991768777.156683,9.538237652777328,0.17101815706294654
North America,Metals,195826419.520461,26.994212573620956,0.20263744919616383
North America,Miscellaneous manufactures,422959155.889166,12.539210050340586,0.18062161430956608
North America,Plastics & rubber,136835812.668852,25.064054290867638,0.26339775803051424
North America,Stone & glass,134543023.925107,16.25942777164513,0.11013885281352115
North America,Textiles & clothing,129066837.297573,2.808809964159686,0.11661313851910161
North America,Transport equipment,516396785.031776,24.171570609328878,0.27332880658007735
North America,Wood pulp & paper,67814692.721305,46.360466307179635,0.3760761206729205
South Asia,Chemicals,63599340.818315,0.1434141578818592,0.1265407225493778
South Asia,Footwear & headwear,990880.575301,8.48834707274891,0.27308489868560654
South Asia,Hides & leather,909388.085931,12.581847088183808,0.15304577424659224
South Asia,Machinery & electronics,126612705.225572,0.05674166715497206,0.3099195441073274
South Asia,Metals,45887398.122208,0.947732442614844,0.06773461251566444
South Asia,Miscellaneous manufactures,18203599.053585,0.27459226583633123,0.1162021179565551
South Asia,Plastics & rubber,26219504.087343,0.4613469471125226,0.10217647229514208
South Asia,Stone & glass,69404275.175817,0.08311897513209772,0.11690007825718594
South Asia,Textiles & clothing,9046190.096862,15.273120414905614,0.2182940177922757
South Asia,Transport equipment,22108580.622252,2.394357569667804,0.07490226907266462
South Asia,Wood pulp & paper,9114943.883594,1.3066585467560627,0.05390207076307705
Sub-Saharan Africa,Chemicals,27784495.848016,6.7900424990749455,0.1113276947072993
Sub-Saharan Africa,Footwear & headwear,1638018.271324,5.972985331593259,0.46927260487239375
Sub-Saharan Africa,Hides & leather,619227.679074,19.71323730401467,0.44564781525113906
Sub-Saharan Africa,Machinery & electronics,54484970.448219,2.4946372370023546,0.21226056717707587
Sub-Saharan Africa,Metals,16644923.2885,7.3784885766972925,0.2106763413915904
Sub-Saharan Africa,Miscellaneous manufactures,18671829.896133002,1.302991442319141,0.18954099779681974
Sub-Saharan Africa,Plastics & rubber,12922234.999498,4.208812148719847,0.14047903910549658
Sub-Saharan Africa,Stone & glass,3825197.708951,28.304295342499096,0.2479839047542275
Sub-Saharan Africa,Textiles & clothing,7298409.403364,14.336049942796238,0.2863443651696686
Sub-Saharan Africa,Transport equipment,35579125.166815,2.4914589261002704,0.17888688284599563
Sub-Saharan Africa,Wood pulp & paper,7766727.937977,8.304285064721807,0.15509023612091558
